0,0.021277,45.999999,0.053512
1,0.028983,33.502890,0.085077
2,0.036690,26.255708,0.121173
3,0.044396,21.524528,0.161289
4,0.052103,18.192926,0.205053
5,0.059809,15.719888,0.252184
6,0.067515,13.811414,0.302453
7,0.075222,12.293987,0.355674
8,0.082928,11.058586,0.411687
9,0.090635,10.033272,0.470358
10,0.098341,9.168654,0.531567
11,0.106048,8.429700,0.595208
12,0.113754,7.790869,0.661187
13,0.121461,7.233103,0.729419
14,0.129167,6.741894,0.799826
15,0.136874,6.305998,0.872335
16,0.144580,5.916570,0.946881
17,0.152287,5.566557,1.023402
18,0.159993,5.250262,1.101840
19,0.167700,4.963037,1.182139
20,0.175406,4.701051,1.264248
21,0.183113,4.461116,1.348118
22,0.190819,4.240562,1.433702
23,0.198526,4.037131,1.520954
24,0.206232,3.848903,1.609830
25,0.213939,3.674236,1.700290
26,0.221645,3.511716,1.792291
27,0.229352,3.360117,1.885793
28,0.237058,3.218375,1.980760
29,0.244765,3.085558,2.077151
30,0.252471,2.960849,2.174932
31,0.260178,2.843529,2.274064
32,0.267884,2.732958,2.374512
33,0.275591,2.628571,2.476242
34,0.283297,2.529864,2.579218
35,0.291004,2.436385,2.683405
36,0.298710,2.347729,2.788771
37,0.306416,2.263532,2.895282
38,0.314123,2.183467,3.002903
39,0.321829,2.107236,3.111603
40,0.329536,2.034570,3.221349
41,0.337242,1.965226,3.332107
42,0.344949,1.898980,3.443846
43,0.352655,1.835629,3.556534
44,0.360362,1.774988,3.670138
45,0.368068,1.716887,3.784628
46,0.375775,1.661168,3.899971
47,0.383481,1.607689,4.016137
48,0.391188,1.556317,4.133094
49,0.398894,1.506930,4.250812
50,0.406601,1.459415,4.369259
51,0.414307,1.413668,4.488406
52,0.422014,1.369591,4.608222
53,0.429720,1.327096,4.728678
54,0.437427,1.286097,4.849743
55,0.445133,1.246519,4.971388
56,0.452840,1.208287,5.093584
57,0.460546,1.171335,5.216301
58,0.468253,1.135599,5.339512
59,0.475959,1.101021,5.463188
60,0.483666,1.067544,5.587301
61,0.491372,1.035118,5.711822
62,0.499079,1.003693,5.836726
63,0.506785,0.973223,5.961985
64,0.514492,0.943667,6.087571
65,0.522198,0.914982,6.213460
66,0.529905,0.887132,6.339625
67,0.537611,0.860081,6.466041
68,0.545317,0.833794,6.592682
69,0.553024,0.808240,6.719524
70,0.560730,0.783388,6.846544
71,0.568437,0.759210,6.973717
72,0.576143,0.735679,7.101020
73,0.583850,0.712769,7.228430
74,0.591556,0.690456,7.355925
75,0.599263,0.668717,7.483484
76,0.606969,0.647530,7.611085
77,0.614676,0.626874,7.738707
78,0.622382,0.606729,7.866329
79,0.630089,0.587078,7.993933
80,0.637795,0.567901,8.121499
81,0.645502,0.549182,8.249007
82,0.653208,0.530905,8.376440
83,0.660915,0.513054,8.503780
84,0.668621,0.495615,8.631010
85,0.676328,0.478573,8.758112
86,0.684034,0.461915,8.885071
87,0.691741,0.445628,9.011871
88,0.699447,0.429701,9.138497
89,0.707154,0.414120,9.264933
90,0.714860,0.398875,9.391166
91,0.722567,0.383955,9.517182
92,0.730273,0.369351,9.642967
93,0.737980,0.355051,9.768508
94,0.745686,0.341047,9.893794
95,0.753393,0.327329,10.018813
96,0.761099,0.313889,10.143552
97,0.768805,0.300719,10.268002
98,0.776512,0.287810,10.392151
99,0.784218,0.275155,10.515989
100,0.791925,0.262746,10.639508
101,0.799631,0.250576,10.762696
102,0.807338,0.238639,10.885547
103,0.815044,0.226927,11.008050
104,0.822751,0.215435,11.130199
105,0.830457,0.204156,11.251985
106,0.838164,0.193084,11.373402
107,0.845870,0.182214,11.494441
108,0.853577,0.171541,11.615098
109,0.861283,0.161058,11.735365
110,0.868990,0.150762,11.855237
111,0.876696,0.140646,11.974708
112,0.884403,0.130707,12.093773
113,0.892109,0.120939,12.212426
114,0.899816,0.111339,12.330664
115,0.907522,0.101901,12.448483
116,0.915229,0.092623,12.565877
117,0.922935,0.083500,12.682843
118,0.930642,0.074527,12.799379
119,0.938348,0.065703,12.915480
120,0.946055,0.057021,13.031143
121,0.953761,0.048481,13.146366
122,0.961468,0.040077,13.261147
123,0.969174,0.031806,13.375482
124,0.976881,0.023667,13.489370
125,0.984587,0.015654,13.602810
126,0.992294,0.007766,13.715799
127,1.000000,0.000000,13.828336
